Longitude,Latitude,Runoff,Precip,ET,SoilMoisture
-124.3125,43.3125,587.433959961,1540.49316406,801.936035156,9290.5
-124.3125,43.4375,879.074035645,1605.67834473,571.809997559,11459.2998047
-124.3125,47.3125,1086.16088867,1940.8380127,769.861999512,11987.5019531
-124.3125,47.4375,1283.25708008,2164.15039062,793.360046387,12225.7998047
-124.3125,47.5625,1466.62902832,2346.06005859,788.565063477,12398.5996094
-124.3125,47.6875,1585.53393555,2495.11645508,822.676025391,13069.3994141
-124.3125,47.8125,1463.87695312,2369.04736328,830.671081543,12314.5
-124.3125,47.9375,1716.34899902,2618.11230469,823.904052734,11727.8994141
-124.3125,48.0625,1556.11694336,2477.76757812,827.468017578,12408.6982422
-124.3125,48.1875,1318.48693848,2146.36401367,745.12298584,11438.6005859
-124.3125,48.3125,877.641113281,1719.50756836,844.83605957,11218.6005859
-124.1875,40.0625,1372.73388672,2122.55957031,743.462036133,4028.30004883
-124.1875,40.1875,2226.39208984,2883.44750977,696.67199707,4250.90039062
-124.1875,40.3125,2021.84301758,2674.79370117,685.774047852,4837.39990234
-124.1875,40.4375,1349.45898438,2070.04492188,677.506896973,4811.5
-124.1875,40.5625,752.338012695,1542.94189453,675.0,4607.10009766
-124.1875,40.6875,799.655944824,1465.28430176,609.859985352,5483.60009766
-124.1875,40.8125,638.841003418,1293.57800293,582.849975586,5510.40039062
-124.1875,40.9375,501.843994141,1325.19384766,702.809997559,4512.19970703
-124.1875,41.6875,2334.29003906,3125.7121582,816.151977539,5385.10058594
-124.1875,41.8125,1709.51293945,2374.81005859,702.182983398,6119.99951172
-124.1875,41.9375,1793.8079834,2575.27929688,810.159057617,5458.79931641
-124.1875,42.0625,1663.65612793,2781.08105469,864.046020508,11568.0
-124.1875,42.1875,2040.97192383,3116.80810547,859.08001709,11949.7001953
-124.1875,42.3125,2457.57519531,3481.73291016,817.020996094,12467.0986328
-124.1875,42.4375,2480.56298828,3530.94750977,798.262023926,11548.2998047
-124.1875,42.5625,1567.36303711,2848.09277344,990.41003418,11189.3007812
-124.1875,42.6875,1908.13806152,3142.30078125,948.020019531,11636.1992188
-124.1875,42.8125,1265.73486328,2579.89331055,1009.89599609,10947.5009766
-124.1875,42.9375,733.45098877,1984.5222168,1001.43902588,9680.20117188
-124.1875,43.0625,526.763977051,1614.42150879,954.853027344,8066.00048828
-124.1875,43.1875,517.062988281,1502.9296875,869.287963867,8239.70019531
-124.1875,43.3125,641.316040039,1605.3359375,812.270019531,9489.20117188
-124.1875,43.4375,784.855957031,1682.00805664,712.260009766,10662.2998047
-124.1875,43.5625,691.503967285,1723.19042969,836.42401123,10201.4003906
-124.1875,43.6875,815.773925781,1876.09191895,867.157043457,10616.8007812
-124.1875,43.8125,769.774047852,1884.68945312,909.102966309,10417.6982422
-124.1875,43.9375,1023.74597168,1899.08825684,725.234008789,11612.9003906
-124.1875,44.0625,1059.32006836,1903.12548828,710.020996094,11730.1992188
-124.1875,46.9375,1226.51501465,1634.36254883,355.330993652,11715.8994141
-124.1875,47.0625,822.960998535,1697.79748535,776.788085938,11478.4003906
-124.1875,47.1875,987.721069336,1874.67114258,793.527038574,11787.5009766
-124.1875,47.3125,1156.83496094,2040.70703125,792.601928711,12041.2998047
-124.1875,47.4375,1302.41210938,2223.43920898,822.830932617,12191.0
-124.1875,47.5625,1469.36193848,2376.88452148,808.852966309,12376.5009766
-124.1875,47.6875,1551.31811523,2486.72485352,814.967041016,13022.7001953
-124.1875,47.8125,1578.28991699,2492.24658203,786.407043457,12478.6005859
-124.1875,47.9375,1584.93603516,2540.07519531,771.676086426,11761.6992188
-124.1875,48.0625,1357.7869873,2298.57055664,796.248046875,11412.1015625
-124.1875,48.1875,982.96697998,1806.65039062,797.412963867,11527.6005859
-124.1875,48.3125,1454.01306152,1830.69934082,343.026977539,12853.7998047
-124.0625,39.9375,1318.11499023,2025.50732422,695.141967773,4654.5
-124.0625,40.0625,1995.7019043,2676.44311523,692.142028809,4845.70019531
-124.0625,40.1875,1970.09216309,2649.69433594,697.17388916,4784.20019531
-124.0625,40.3125,1992.40209961,2633.1730957,670.527954102,4838.20019531
-124.0625,40.4375,1160.89611816,1913.1986084,685.11505127,4706.10009766
-124.0625,40.5625,919.791992188,1689.22485352,685.917053223,4599.30029297
-124.0625,40.6875,1030.81799316,1791.80480957,695.601928711,4696.00048828
-124.0625,40.8125,1088.7220459,1785.95947266,646.600036621,4812.5
-124.0625,40.9375,1080.83898926,1718.89282227,632.96295166,5603.79980469
-124.0625,41.0625,1269.50891113,2030.42651367,751.804992676,4700.5
-124.0625,41.1875,1673.18908691,2363.91162109,689.986022949,5592.39990234
-124.0625,41.3125,1636.98291016,2432.4855957,784.539001465,5023.5
-124.0625,41.4375,1779.29394531,2552.24169922,784.408996582,5158.0
-124.0625,41.5625,1859.75488281,2580.50341797,747.098999023,5253.29980469
-124.0625,41.6875,2665.03710938,3425.94067383,782.218017578,5436.89941406
-124.0625,41.8125,2194.81420898,2942.79663086,782.602966309,5272.60009766
-124.0625,41.9375,2144.92993164,2930.25146484,821.997070312,5411.59960938
-124.0625,42.0625,2042.66503906,3084.77929688,828.733032227,11922.3007812
-124.0625,42.1875,2732.22802734,3807.41748047,913.379089355,12276.0009766
-124.0625,42.3125,2271.14892578,3453.57324219,928.765014648,11146.5
-124.0625,42.4375,1696.5189209,2934.26538086,945.904052734,10511.0996094
-124.0625,42.5625,1188.50305176,2469.78833008,1067.89916992,9420.30078125
-124.0625,42.6875,1543.82189941,2819.31738281,1032.78503418,9931.5
-124.0625,42.8125,1426.49597168,2719.82714844,1012.14001465,10084.0
-124.0625,42.9375,811.937927246,2013.89526367,1015.27392578,8584.69921875
-124.0625,43.0625,634.781982422,1716.97021484,949.54095459,7652.89990234
-124.0625,43.1875,617.374023438,1599.91430664,877.342041016,8801.29980469
-124.0625,43.3125,792.694946289,1926.30322266,934.855041504,9190.39941406
-124.0625,43.4375,704.36895752,1760.85107422,894.670959473,8753.39941406
-124.0625,43.5625,875.41607666,2000.47753906,911.206970215,9768.60058594
-124.0625,43.6875,946.890991211,2033.54663086,878.970031738,10957.5
-124.0625,43.8125,926.399047852,2014.15332031,878.875061035,10903.0009766
-124.0625,43.9375,975.420959473,2003.56005859,835.739013672,11191.6992188
-124.0625,44.0625,910.312011719,1984.56628418,873.875976562,11003.8007812
-124.0625,44.1875,1319.53405762,2332.89257812,854.528015137,11763.0
-124.0625,44.3125,1511.12109375,2487.96069336,849.399047852,11947.0986328
-124.0625,44.4375,1151.98608398,2141.71557617,831.78704834,11559.7998047
-124.0625,44.5625,906.516967773,1835.71105957,759.031982422,11404.5996094
-124.0625,44.6875,1002.25299072,1862.15148926,711.910949707,11690.5
-124.0625,44.8125,1119.41906738,1996.70361328,738.179992676,11846.8994141
-124.0625,44.9375,1436.95910645,2128.06567383,600.307006836,12566.0
-124.0625,45.0625,1101.65600586,2144.47753906,887.930969238,11808.4003906
-124.0625,46.3125,1050.75,1820.45117188,671.081970215,11211.5
-124.0625,46.4375,952.666015625,1762.20544434,704.016967773,11021.0996094
-124.0625,46.5625,739.710021973,1692.71362305,829.532043457,10443.8007812
-124.0625,46.6875,773.470947266,1651.34863281,767.781982422,10548.8994141
-124.0625,46.8125,895.378967285,1777.1998291,764.955993652,11623.7998047
-124.0625,46.9375,884.537963867,1680.46533203,704.057983398,11693.5009766
-124.0625,47.0625,846.258972168,1734.57971191,786.210998535,11473.6992188
-124.0625,47.1875,936.525024414,1878.99511719,836.531066895,11600.0009766
-124.0625,47.3125,1175.64086914,2102.98779297,823.239990234,11989.8994141
-124.0625,47.4375,1185.78491211,2112.65576172,824.132995605,11985.7998047
-124.0625,47.5625,1681.36987305,2644.11303711,813.097045898,12609.1015625
-124.0625,47.6875,1645.36401367,2653.42114258,759.656005859,11407.6992188
-124.0625,47.8125,1756.08190918,2792.94750977,741.981079102,11486.9003906
-124.0625,47.9375,1748.15710449,2890.45898438,699.985961914,11583.7001953
-124.0625,48.0625,1473.16992188,2502.45288086,739.550964355,11698.1992188
-124.0625,48.1875,802.484008789,1629.12817383,807.106994629,11096.4990234
-123.9375,39.8125,1399.3659668,2103.25732422,698.628967285,4608.90039062
-123.9375,39.9375,1721.79699707,2420.02905273,720.473083496,4689.19970703
-123.9375,40.0625,1701.61791992,2405.44897461,709.588012695,4651.5
-123.9375,40.1875,1607.74584961,2286.00292969,685.849060059,4658.90039062
-123.9375,40.3125,1497.55700684,2205.18017578,702.705932617,4653.99951172
-123.9375,40.4375,1086.39599609,1852.14953613,699.78704834,4627.5
-123.9375,40.5625,1149.35400391,1878.07348633,661.201965332,4706.69970703
-123.9375,40.6875,1193.70690918,1907.0111084,661.437927246,4746.50048828
-123.9375,40.8125,1215.35302734,1915.22607422,678.757995605,4660.5
-123.9375,40.9375,1273.1550293,2004.89123535,716.023986816,4642.5
-123.9375,41.0625,1441.77709961,2108.20947266,664.555969238,5372.70019531
-123.9375,41.1875,1437.90100098,2197.75146484,754.87701416,4818.79980469
-123.9375,41.3125,1814.43798828,2604.16430664,789.244995117,5093.19970703
-123.9375,41.4375,1877.64208984,2643.37304688,779.543945312,5174.09960938
-123.9375,41.5625,1791.96606445,2428.65429688,671.744018555,5284.90039062
-123.9375,41.6875,2563.68798828,3240.04101562,724.661010742,5395.39990234
-123.9375,41.8125,2446.56884766,3073.54345703,682.283935547,5814.70019531
-123.9375,41.9375,2457.75390625,3078.41943359,680.161010742,5775.5
-123.9375,42.0625,3014.18701172,3755.9621582,778.713989258,5940.70068359
-123.9375,42.1875,3391.99902344,4457.01611328,684.090087891,9924.80078125
-123.9375,42.3125,2770.07080078,3944.62719727,903.289978027,11360.3007812
-123.9375,42.4375,1698.30273438,2995.01904297,1025.65100098,10178.5
-123.9375,42.5625,2383.78393555,3580.55712891,923.491943359,9214.10058594
-123.9375,42.6875,1577.23193359,2881.28930664,1021.8480835,10064.2001953
-123.9375,42.8125,2035.64807129,3228.24462891,882.269958496,9178.70019531
-123.9375,42.9375,1416.92895508,2678.37597656,989.819885254,10189.0009766
-123.9375,43.0625,684.974975586,1806.32141113,982.193969727,7924.09960938
-123.9375,43.1875,740.46697998,1884.87182617,998.505981445,8309.69921875
-123.9375,43.3125,834.979980469,2013.65063477,973.347961426,9271.79980469
-123.9375,43.4375,760.734985352,1917.60693359,975.573059082,8912.80078125
-123.9375,43.5625,1118.19799805,2236.97241211,908.825012207,10323.2998047
-123.9375,43.6875,1025.98486328,2174.06616211,931.864074707,10111.4003906
-123.9375,43.8125,945.429016113,2078.75024414,916.694030762,10895.8007812
-123.9375,43.9375,1023.47802734,2159.54077148,936.097045898,11151.8994141
-123.9375,44.0625,903.733947754,2077.984375,958.007080078,10858.7998047
-123.9375,44.1875,1255.10595703,2363.63623047,921.687988281,11500.4003906
-123.9375,44.3125,1444.29394531,2532.34765625,909.139953613,10898.7988281
-123.9375,44.4375,1300.25,2432.89428711,947.278991699,10695.8007812
-123.9375,44.5625,1241.97705078,2202.0715332,811.070007324,11782.2998047
-123.9375,44.6875,966.71307373,1946.36865234,808.484985352,11434.8994141
-123.9375,44.8125,1122.78991699,2125.17456055,839.528015137,11617.2998047
-123.9375,44.9375,1469.3449707,2357.94116211,772.189941406,12363.9990234
-123.9375,45.0625,1467.30993652,2351.74072266,777.078979492,12403.4003906
-123.9375,45.1875,1073.05212402,2008.0546875,799.459960938,11847.3007812
-123.9375,45.3125,1152.33007812,2051.52490234,769.166015625,11995.5996094
-123.9375,45.4375,1182.20605469,2097.83691406,785.503967285,12083.7998047
-123.9375,45.5625,1426.71594238,2237.12353516,708.011962891,12451.0
-123.9375,45.6875,1233.85205078,2087.72119141,741.010009766,12205.0
-123.9375,45.8125,1754.70800781,2503.80200195,646.141967773,12813.7988281
-123.9375,45.9375,1359.52709961,2166.0324707,703.996948242,12398.2998047
-123.9375,46.0625,922.113037109,1810.71044922,753.646911621,11719.7998047
-123.9375,46.1875,845.578979492,1732.22021484,750.849975586,11534.5009766
-123.9375,46.3125,1309.70495605,2161.92993164,741.789001465,12295.3994141
-123.9375,46.4375,1233.43005371,2122.70263672,774.072998047,12161.8994141
-123.9375,46.5625,885.976989746,1793.42749023,787.463012695,11559.2001953
-123.9375,46.6875,849.325012207,1740.20751953,773.866943359,11464.8017578
-123.9375,46.8125,949.241088867,1846.76000977,783.494995117,11647.8007812
-123.9375,46.9375,985.554016113,1833.87182617,744.923034668,11730.8994141
-123.9375,47.0625,941.340087891,1849.01611328,799.684082031,11603.2001953
-123.9375,47.1875,1148.34008789,2066.13891602,814.653015137,11895.0
-123.9375,47.3125,1160.51489258,2129.15551758,852.726074219,11888.2998047
-123.9375,47.4375,1301.52209473,2250.42211914,825.952026367,12084.2011719
-123.9375,47.5625,2140.98510742,3343.10009766,676.993041992,11938.5009766
-123.9375,47.6875,1770.35913086,2875.0234375,700.247009277,11594.0
-123.9375,47.8125,1886.96508789,3024.09082031,695.744018555,11660.0
-123.9375,47.9375,1763.82202148,3018.18115234,645.018005371,9843.89941406
-123.9375,48.0625,1115.42712402,2110.9140625,730.87298584,11274.0
-123.9375,48.1875,452.208984375,1208.82800293,801.025939941,8996.50097656
-123.8125,39.1875,519.692016602,1382.50512695,770.766967773,3533.50048828
-123.8125,39.3125,534.12902832,1388.09216309,749.821899414,3604.80004883
-123.8125,39.4375,599.299987793,1436.53662109,738.526977539,3725.29980469
-123.8125,39.5625,692.635986328,1514.66357422,731.666992188,3768.0
-123.8125,39.6875,1218.41601562,1951.5793457,709.741027832,4540.09960938
-123.8125,39.8125,1572.2409668,2268.81103516,702.354919434,4607.0
-123.8125,39.9375,1670.12194824,2357.1184082,702.503051758,4599.29980469
-123.8125,40.0625,1646.98498535,2351.66552734,708.594970703,4563.89990234
-123.8125,40.1875,1424.56396484,2143.83886719,697.749145508,4534.19970703
-123.8125,40.3125,1273.12695312,1994.10375977,692.174987793,4554.89990234
-123.8125,40.4375,1230.68286133,1945.3371582,668.349975586,4628.60058594
-123.8125,40.5625,1291.83911133,1944.01660156,605.356018066,4724.39990234
-123.8125,40.6875,1256.55700684,1951.80847168,616.174926758,4701.80029297
-123.8125,40.8125,1248.19396973,1861.47229004,595.019958496,5345.29980469
-123.8125,40.9375,1100.62792969,1844.78820801,696.580993652,4571.5
-123.8125,41.0625,1208.42297363,1960.55981445,718.305969238,4600.79980469
-123.8125,41.1875,1299.34997559,2036.84692383,728.814025879,4644.09960938
-123.8125,41.3125,1684.38793945,2384.01757812,693.341064453,4899.19970703
-123.8125,41.4375,2357.61328125,2993.08886719,663.604003906,5222.89990234
-123.8125,41.5625,1914.15197754,2472.60595703,565.854003906,5259.50097656
-123.8125,41.6875,1804.42211914,2461.15844727,679.275024414,5092.00048828
-123.8125,41.8125,2344.70092773,2978.82568359,696.2890625,5070.39990234
-123.8125,41.9375,2121.25585938,2806.35766602,745.04901123,4927.0
-123.8125,42.0625,2765.03393555,3795.24951172,835.357971191,9536.89941406
-123.8125,42.1875,3135.2800293,4447.86425781,811.833007812,9141.40039062
-123.8125,42.3125,2238.84912109,3450.04882812,949.865905762,8805.90039062
-123.8125,42.4375,2157.07592773,3406.31152344,970.181030273,8960.79980469
-123.8125,42.5625,2576.34594727,3843.13916016,881.40802002,9361.40039062
-123.8125,42.6875,1721.56298828,3061.47045898,1018.8069458,10197.9003906
-123.8125,42.8125,1575.82080078,2815.77148438,936.114074707,8649.30078125
-123.8125,42.9375,998.276062012,2238.42163086,974.130981445,9487.79980469
-123.8125,43.0625,802.291931152,1958.99584961,963.010009766,8894.40039062
-123.8125,43.1875,919.78894043,2100.90527344,986.219970703,9276.10058594
-123.8125,43.3125,782.978027344,1927.0267334,996.934936523,8575.09960938
-123.8125,43.4375,873.945007324,2047.00683594,971.337036133,9314.40039062
-123.8125,43.5625,756.291992188,1849.31225586,958.393981934,9963.90136719
-123.8125,43.6875,851.426940918,2056.31298828,1024.52197266,9206.70019531
-123.8125,43.8125,880.99597168,2073.91601562,990.234985352,9565.60058594
-123.8125,43.9375,1323.13500977,2459.13745117,932.878967285,10603.2001953
-123.8125,44.0625,814.653015137,1999.97595215,1004.43200684,9371.90039062
-123.8125,44.1875,844.269042969,2059.41748047,1002.07299805,9508.79882812
-123.8125,44.3125,1152.6550293,2350.70166016,983.210998535,10317.0009766
-123.8125,44.4375,1247.11303711,2325.78100586,883.908874512,10669.1005859
-123.8125,44.5625,1080.00695801,2178.41430664,906.143066406,10394.2001953
-123.8125,44.6875,912.480957031,2028.89648438,924.145080566,9994.69921875
-123.8125,44.8125,1593.66003418,2561.19628906,837.164978027,12003.2001953
-123.8125,44.9375,2247.29785156,3114.12353516,741.442016602,12830.3994141
-123.8125,45.0625,1604.5300293,2477.09375,766.218994141,12385.2001953
-123.8125,45.1875,1559.12207031,2378.30615234,713.437011719,12460.7001953
-123.8125,45.3125,1257.4831543,2155.82470703,772.00994873,12133.3994141
-123.8125,45.4375,1239.671875,2125.16699219,756.982055664,12198.7998047
-123.8125,45.5625,1752.10998535,2585.26025391,725.237976074,12695.3007812
-123.8125,45.6875,1711.6809082,2535.40185547,719.123962402,12677.8007812
-123.8125,45.8125,1469.06799316,2296.39257812,719.249023438,12449.0
-123.8125,45.9375,1838.69592285,2630.90332031,699.153991699,12838.7001953
-123.8125,46.0625,1353.71203613,2186.7421875,727.313049316,12309.4013672
-123.8125,46.1875,1075.50805664,1887.18371582,690.414978027,11944.7001953
-123.8125,46.3125,1414.46398926,2302.30322266,776.003967285,12334.0
-123.8125,46.4375,1735.70397949,2586.27685547,734.375061035,12688.1992188
-123.8125,46.5625,1519.36999512,2410.81445312,782.07800293,12396.5996094
-123.8125,46.6875,988.387023926,1909.76623535,806.920043945,11617.0
-123.8125,46.8125,1002.03192139,1899.15856934,785.057983398,11698.4003906
-123.8125,46.9375,1008.1630249,1853.02246094,732.421020508,11759.1005859
-123.8125,47.0625,1090.87597656,1974.97924805,779.211975098,11835.9003906
-123.8125,47.1875,1062.94897461,2019.77758789,837.95098877,11692.2001953
-123.8125,47.3125,1589.19396973,2609.2734375,828.188964844,12471.2011719
-123.8125,47.4375,1922.88684082,3046.5637207,753.613037109,12984.2988281
-123.8125,47.5625,2048.71801758,3247.26879883,641.502990723,11861.5
-123.8125,47.6875,2201.16699219,3479.01904297,563.553894043,10166.8994141
-123.8125,47.8125,2455.72998047,3740.51074219,517.57800293,10241.2998047
-123.8125,47.9375,1875.24804688,2905.99291992,492.434020996,9860.09960938
-123.8125,48.0625,752.743041992,1610.47949219,669.136962891,9538.0
-123.8125,48.1875,404.918029785,1109.22302246,735.242980957,6971.80029297
-123.6875,38.8125,610.637023926,1462.18408203,770.981994629,3536.49975586
-123.6875,38.9375,688.21697998,1423.57519531,657.411071777,3635.5
-123.6875,39.0625,754.479003906,1530.97302246,711.005004883,4247.89990234
-123.6875,39.1875,624.333984375,1436.10327148,732.451965332,4194.50048828
-123.6875,39.3125,575.484008789,1401.51538086,735.024047852,4220.60009766
-123.6875,39.4375,835.057922363,1615.70922852,716.333068848,4434.20019531
-123.6875,39.5625,968.916931152,1719.64904785,699.246032715,4492.80029297
-123.6875,39.6875,1779.73583984,2413.43017578,679.963989258,4686.60009766
-123.6875,39.8125,1901.69604492,2548.16796875,682.298034668,4712.60058594
-123.6875,39.9375,2110.85888672,2714.30664062,626.907043457,4649.89990234
-123.6875,40.0625,1918.19287109,2538.20678711,644.270019531,4649.30029297
-123.6875,40.1875,1407.92492676,2107.29980469,673.029052734,4519.59960938
-123.6875,40.3125,1226.22412109,1947.24462891,679.412963867,4497.29980469
-123.6875,40.4375,1194.98010254,1907.08789062,617.190063477,4523.79980469
-123.6875,40.5625,1201.67004395,1940.7355957,582.999023438,4557.70019531
-123.6875,40.6875,1213.93408203,1995.91247559,572.260009766,4536.39990234
-123.6875,40.8125,967.276123047,1767.31201172,581.906982422,4370.39990234
-123.6875,40.9375,1126.66601562,1915.38366699,676.127990723,4473.80029297
-123.6875,41.0625,1223.43603516,1932.95849609,682.281982422,4509.90039062
-123.6875,41.1875,1241.52502441,1975.66601562,691.110961914,4517.10009766
-123.6875,41.3125,1126.80700684,1784.6619873,585.55090332,5209.0
-123.6875,41.4375,894.596069336,1652.89880371,603.939086914,4392.60009766
-123.6875,41.5625,1340.56188965,2058.27148438,547.166992188,4627.80029297
-123.6875,41.6875,1675.30004883,2395.00024414,570.487915039,4721.09960938
-123.6875,41.8125,2106.96582031,2834.90234375,630.925048828,4356.20019531
-123.6875,41.9375,2617.95874023,3244.46289062,692.015991211,5071.10058594
-123.6875,42.0625,1219.21289062,2468.43310547,1065.74194336,7997.60009766
-123.6875,42.1875,934.132995605,1913.09179688,856.567016602,8980.19921875
-123.6875,42.3125,1130.66894531,2237.8046875,911.863037109,7510.69970703
-123.6875,42.4375,1432.15405273,2642.62988281,958.204956055,8029.29931641
-123.6875,42.5625,741.258972168,1822.98071289,905.034973145,7033.30029297
-123.6875,42.6875,577.243041992,1591.81665039,869.630004883,6923.29980469
-123.6875,42.8125,691.429992676,1803.79528809,929.065002441,7819.19970703
-123.6875,42.9375,498.528961182,1582.05419922,933.928955078,7523.89990234
-123.6875,43.0625,557.398986816,1420.35083008,743.814941406,8150.0
-123.6875,43.1875,801.700012207,1963.49816895,951.011962891,8773.89941406
-123.6875,43.3125,694.676025391,1667.5657959,847.143981934,9307.5
-123.6875,43.4375,616.072021484,1534.31945801,809.519958496,8548.29980469
-123.6875,43.5625,673.496032715,1654.18908691,865.227050781,9106.0
-123.6875,43.6875,599.888977051,1548.27441406,844.749938965,8598.80078125
-123.6875,43.8125,591.16796875,1648.58569336,950.572998047,7274.69970703
-123.6875,43.9375,705.74798584,1849.18139648,1007.80596924,8283.90039062
-123.6875,44.0625,688.054992676,1801.9263916,992.349975586,8110.70019531
-123.6875,44.1875,845.760986328,2055.86962891,1020.92901611,9278.20019531
-123.6875,44.3125,1212.56188965,2436.92333984,1013.29602051,10221.7998047
-123.6875,44.4375,1180.56091309,2288.29614258,895.914001465,10443.3994141
-123.6875,44.5625,833.338989258,1999.35986328,989.567016602,9450.0
-123.6875,44.6875,748.055053711,1865.47290039,974.377990723,8835.59960938
-123.6875,44.8125,1733.45788574,2797.30737305,903.184936523,10846.5
-123.6875,44.9375,2690.32104492,3662.99658203,769.675964355,11779.9003906
-123.6875,45.0625,1115.69299316,2166.59106445,861.255004883,11696.4013672
-123.6875,45.1875,1356.58496094,2299.79907227,791.17199707,11985.0
-123.6875,45.3125,1505.99499512,2402.70532227,760.11706543,12324.4003906
-123.6875,45.4375,1731.25,2633.57788086,766.905029297,12578.5
-123.6875,45.5625,1989.14794922,2829.05395508,710.510009766,12863.7998047
-123.6875,45.6875,2440.23803711,3286.55712891,699.052001953,13220.5986328
-123.6875,45.8125,1660.28808594,2516.04492188,743.023986816,12580.5009766
-123.6875,45.9375,2011.74291992,2833.4765625,713.639038086,12916.0009766
-123.6875,46.0625,1674.69213867,2488.16015625,710.483032227,12644.2988281
-123.6875,46.1875,1182.14404297,2056.42114258,751.880981445,12012.5996094
-123.6875,46.3125,1072.60705566,2026.77612305,815.120056152,11793.8007812
-123.6875,46.4375,1586.97192383,2508.99462891,794.300964355,12490.8994141
-123.6875,46.5625,1669.47106934,2575.78979492,758.649963379,12607.7998047
-123.6875,46.6875,919.970031738,1846.05444336,804.859985352,11452.5
-123.6875,46.8125,962.200927734,1856.92260742,780.002990723,11570.0009766
-123.6875,46.9375,862.738037109,1792.69299316,802.619018555,11362.4990234
-123.6875,47.0625,1014.5189209,1931.95898438,801.268981934,11631.6005859
-123.6875,47.1875,1211.67602539,2157.19238281,816.172973633,11876.6005859
-123.6875,47.3125,1647.40197754,2726.46728516,838.054931641,12515.5
-123.6875,47.4375,2060.23095703,3277.30004883,695.039916992,13150.4003906
-123.6875,47.5625,2179.58422852,3366.96142578,672.58203125,13206.6005859
-123.6875,47.6875,2384.1328125,3605.44824219,508.015991211,10202.3994141
-123.6875,47.8125,4108.06054688,3770.6015625,138.529998779,10440.7001953
-123.6875,47.9375,1650.82702637,2356.51074219,397.255981445,9649.60058594
-123.6875,48.0625,783.29510498,1597.72119141,619.04498291,9641.80078125
-123.6875,48.1875,337.524047852,943.498535156,637.130004883,6218.29980469
-123.5625,38.6875,673.37109375,1552.22363281,807.811950684,3523.8996582
