Longitude,Latitude,Runoff,Precip,ET,SoilMoisture
-123.8125,41.3125,1165.77807617,1821.70336914,675.804992676,4858.0
-123.8125,41.4375,1667.33898926,2277.15161133,630.583984375,5114.89990234
-123.8125,41.5625,1306.01293945,1841.93774414,553.15802002,5145.70019531
-123.8125,41.6875,1286.74291992,1900.29516602,632.293029785,4958.0
-123.8125,41.8125,1754.92907715,2377.6965332,646.002990723,5074.10009766
-123.8125,41.9375,1534.85119629,2240.07397461,715.020019531,4992.60009766
-123.8125,42.0625,2425.68481445,3034.72192383,811.67199707,9764.79980469
-123.8125,42.1875,2922.28833008,3473.71875,835.279968262,9271.49902344
-123.8125,42.3125,1995.6282959,2663.40820312,941.16204834,8687.0
-123.8125,42.4375,1974.25317383,2691.99853516,948.986999512,8796.20019531
-123.8125,42.5625,2403.40869141,3067.02270508,907.640014648,9218.59863281
-123.8125,42.6875,1718.34606934,2488.46850586,1043.8729248,10242.5
-123.8125,42.8125,1613.88415527,2288.3984375,947.714904785,8690.19921875
-123.8125,42.9375,1087.65209961,1826.61645508,1008.0,9780.20019531
-123.8125,43.0625,915.83807373,1665.34265137,1011.25201416,9523.20019531
-123.8125,43.1875,1002.09197998,1783.93566895,1022.46209717,9661.5
-123.8125,43.3125,854.924987793,1668.60644531,1038.67797852,9373.29980469
-123.8125,43.4375,1055.04199219,1814.82983398,1011.58404541,9821.40039062
-123.8125,43.5625,866.882995605,1653.57373047,1006.78198242,10758.0
-123.8125,43.6875,1032.41088867,1848.43383789,1058.3638916,9713.69921875
-123.8125,43.8125,1115.79003906,1889.8873291,1031.01293945,10009.6005859
-123.8125,43.9375,1508.84802246,2237.98266602,990.039978027,10696.7998047
-123.8125,44.0625,1111.96508789,1878.34301758,1046.36901855,9914.79980469
-123.8125,44.1875,1158.67102051,1941.93640137,1048.28796387,10000.5009766
-123.8125,44.3125,1389.52807617,2121.24121094,1049.0880127,10305.3984375
-123.8125,44.4375,1478.69897461,2121.51318359,953.21295166,10519.7998047
-123.8125,44.5625,1300.17993164,1966.02490234,973.619995117,10349.9003906
-123.8125,44.6875,1153.96411133,1841.07116699,977.037963867,10160.0996094
-123.8125,44.8125,1639.8560791,2331.578125,888.017028809,11686.8994141
-123.8125,44.9375,2104.25292969,2792.53320312,784.364990234,12348.5
-123.8125,45.0625,1584.4630127,2239.38085938,805.656921387,11953.5996094
-123.8125,45.1875,1509.10803223,2120.82617188,749.333984375,12003.0986328
-123.8125,45.3125,1312.23388672,1950.75244141,797.656921387,11770.1992188
-123.8125,45.4375,1278.04699707,1935.03942871,786.235961914,11847.0996094
-123.8125,45.5625,1663.51501465,2352.55566406,759.494995117,12247.7988281
-123.8125,45.6875,1644.47595215,2343.31079102,756.321044922,12253.3994141
-123.8125,45.8125,1469.59997559,2158.56982422,751.716003418,12072.2001953
-123.8125,45.9375,1801.2800293,2503.99658203,736.057006836,12471.5009766
-123.8125,46.0625,1431.51086426,2136.60522461,761.329040527,12067.0009766
-123.8125,46.1875,1251.56591797,1899.18066406,707.767028809,11888.6992188
-123.8125,46.3125,1558.59313965,2339.77416992,814.00390625,12173.6992188
-123.8125,46.4375,1902.58288574,2660.41235352,767.099975586,12541.2998047
-123.8125,46.5625,1737.93798828,2537.70092773,813.70703125,12344.9003906
-123.8125,46.6875,1250.42211914,2057.17553711,834.232055664,11713.2998047
-123.8125,46.8125,1301.11999512,2088.36865234,803.018920898,11845.6992188
-123.8125,46.9375,1338.79711914,2078.93847656,748.254943848,11933.3007812
-123.8125,47.0625,1464.76904297,2259.53564453,797.922973633,11995.2998047
-123.8125,47.1875,1503.42712402,2352.28369141,853.877929688,11913.9013672
-123.8125,47.3125,2249.77294922,3089.28100586,841.895019531,12641.3007812
-123.8125,47.4375,2819.07397461,3647.80371094,770.358032227,13149.7998047
-123.8125,47.5625,3109.421875,3941.60644531,623.812011719,12167.6005859
-123.8125,47.6875,3457.27514648,4248.00927734,524.03894043,10506.3007812
-123.8125,47.8125,3842.09790039,4599.61962891,463.12701416,10657.4003906
-123.8125,47.9375,3084.14892578,3680.08251953,426.677032471,10454.0996094
-123.8125,48.0625,1376.06396484,2123.72070312,650.630004883,10041.4003906
-123.8125,48.1875,578.54296875,1482.54931641,829.819091797,8139.39990234
-123.6875,38.8125,424.524993896,1054.73388672,668.91607666,3472.39990234
-123.6875,38.9375,479.79901123,1021.50518799,586.726989746,3592.0
-123.6875,39.0625,518.53704834,1102.29602051,627.649047852,4199.39941406
-123.6875,39.1875,444.289031982,1033.15344238,646.508972168,4135.10009766
-123.6875,39.3125,410.337005615,1004.36773682,656.452026367,4150.90039062
-123.6875,39.4375,542.381958008,1168.64599609,647.809997559,4347.59960938
-123.6875,39.5625,623.698059082,1251.11645508,643.954101562,4434.79980469
-123.6875,39.6875,1140.75305176,1785.39709473,651.109008789,4642.89990234
-123.6875,39.8125,1239.82409668,1879.76147461,646.859069824,4654.30029297
-123.6875,39.9375,1485.98608398,2090.04492188,610.534973145,4688.10009766
-123.6875,40.0625,1318.98718262,1925.57214355,614.786010742,4701.70019531
-123.6875,40.1875,954.390930176,1576.54125977,633.45904541,4570.70019531
-123.6875,40.3125,812.534973145,1446.17419434,649.286987305,4524.60009766
-123.6875,40.4375,822.67199707,1421.08959961,612.046020508,4581.89990234
-123.6875,40.5625,885.659057617,1464.76574707,590.795043945,4664.5
-123.6875,40.6875,939.268066406,1516.90795898,589.681030273,4715.5
-123.6875,40.8125,813.358947754,1346.26367188,583.346008301,4594.89990234
-123.6875,40.9375,797.44708252,1429.52563477,650.782958984,4516.19970703
-123.6875,41.0625,766.369934082,1395.97790527,644.800048828,4525.00048828
-123.6875,41.1875,779.774047852,1409.89221191,657.523010254,4543.69970703
-123.6875,41.3125,798.547973633,1360.18493652,592.416992188,5298.5
-123.6875,41.4375,707.170959473,1251.29125977,619.987976074,4602.00048828
-123.6875,41.5625,1131.44396973,1561.57897949,551.964050293,4909.29980469
-123.6875,41.6875,1494.56811523,1812.73669434,533.406982422,5078.59960938
-123.6875,41.8125,1881.05712891,2201.47290039,566.04901123,4536.89990234
-123.6875,41.9375,1989.60083008,2505.03833008,641.055908203,5136.59960938
-123.6875,42.0625,1209.08203125,1983.48022461,1057.68798828,8213.39941406
-123.6875,42.1875,821.179016113,1473.97766113,862.635009766,9508.70019531
-123.6875,42.3125,1119.57983398,1782.29907227,901.598022461,7794.5
-123.6875,42.4375,1438.14306641,2145.2746582,936.382019043,8174.69970703
-123.6875,42.5625,749.804016113,1436.13000488,875.05291748,7456.29980469
-123.6875,42.6875,536.848022461,1266.47485352,928.75,7866.30029297
-123.6875,42.8125,665.360046387,1432.5637207,992.056945801,8667.09960938
-123.6875,42.9375,580.639099121,1350.89416504,1036.42602539,9311.19921875
-123.6875,43.0625,507.510986328,1185.27453613,874.492004395,9399.70019531
-123.6875,43.1875,843.252929688,1620.83349609,998.567016602,9285.3984375
-123.6875,43.3125,673.171936035,1418.84509277,936.764038086,10232.4003906
-123.6875,43.4375,558.929992676,1306.91552734,936.742980957,9683.79882812
-123.6875,43.5625,667.975891113,1439.70007324,962.057983398,10098.4990234
-123.6875,43.6875,585.793029785,1375.6809082,969.539001465,9778.10058594
-123.6875,43.8125,623.277038574,1491.35266113,1063.93786621,8657.40039062
-123.6875,43.9375,820.015869141,1667.36730957,1055.84191895,9289.10058594
-123.6875,44.0625,839.462036133,1668.34228516,1054.90600586,9317.5
-123.6875,44.1875,1100.3359375,1910.54516602,1057.52807617,9805.79980469
-123.6875,44.3125,1462.79992676,2220.10791016,1061.58508301,10310.5009766
-123.6875,44.4375,1444.03015137,2089.57275391,959.282958984,10399.9003906
-123.6875,44.5625,1064.625,1799.58703613,1037.01696777,9830.30078125
-123.6875,44.6875,923.202026367,1690.42248535,1012.58398438,9524.20019531
-123.6875,44.8125,1847.9251709,2572.77026367,942.645996094,10720.4003906
-123.6875,44.9375,2637.92700195,3390.01513672,822.678039551,11476.2001953
-123.6875,45.0625,1327.17883301,1967.10192871,897.519042969,11747.0
-123.6875,45.1875,1406.09020996,2053.44580078,842.734069824,11601.2011719
-123.6875,45.3125,1507.23278809,2162.17456055,787.736999512,11960.7011719
-123.6875,45.4375,1646.26391602,2345.45458984,797.896057129,12119.7998047
-123.6875,45.5625,1851.7479248,2543.6328125,743.848999023,12365.9003906
-123.6875,45.6875,2248.80908203,2980.19897461,729.355957031,12697.7001953
-123.6875,45.8125,1612.84094238,2333.72509766,779.190002441,12165.7001953
-123.6875,45.9375,1930.81884766,2669.18920898,754.286010742,12537.0996094
-123.6875,46.0625,1685.18395996,2391.11010742,746.398986816,12345.0
-123.6875,46.1875,1304.77807617,2032.69152832,787.109985352,11862.3994141
-123.6875,46.3125,1239.46813965,2034.12207031,851.095031738,11735.9990234
-123.6875,46.4375,1736.44506836,2547.62744141,830.945983887,12350.2001953
-123.6875,46.5625,1894.67285156,2678.06689453,789.886962891,12513.7998047
-123.6875,46.6875,1184.125,1975.19836426,825.838989258,11594.9003906
-123.6875,46.8125,1259.93908691,2041.88378906,800.981933594,11727.7998047
-123.6875,46.9375,1192.05102539,2002.58862305,829.79901123,11593.8994141
-123.6875,47.0625,1396.92297363,2203.44580078,814.794006348,11861.1005859
-123.6875,47.1875,1685.08215332,2511.92871094,837.275085449,12088.5009766
-123.6875,47.3125,2372.92895508,3228.16723633,855.997070312,12671.4003906
-123.6875,47.4375,3104.48706055,3932.21118164,688.087036133,13350.5996094
-123.6875,47.5625,3291.42993164,4103.37158203,653.819946289,13513.5996094
-123.6875,47.6875,3722.41943359,4433.36035156,451.082977295,10623.5996094
